Item Identifier,Item Fat Content,Item Type,Outlet Establishment Year,Outlet Location Type,Outlet Size,Outlet Type,Total Amount,Rating
DRF49,Low Fat,Soft Drinks,2015,Tier 2,Small,Supermarket Type1,10248.04995,4
FDM25,Regular,Breakfast,1998,Tier 3,Medium,Supermarket Type3,15709.9258,4
FDH27,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,12879.8302,4
NCM31,Low Fat,Others,2010,Tier 1,Small,Supermarket Type1,12762.73985,4
FDR04,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,8845.1137,4
FDD40,Regular,Dairy,2017,Tier 2,Small,Supermarket Type1,17473.86205,4
FDM50,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,5435.0355,4
FDB29,Regular,Frozen Foods,2000,Tier 3,High,Supermarket Type1,10172.7634,4
FDF46,Low Fat,Snack Foods,2015,Tier 2,Small,Supermarket Type1,10431.40185,4
FDC08,Regular,Fruits and Vegetables,2011,Tier 3,Small,Grocery Store,20601.548,4
FDX36,Regular,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,20210.6211,4
FDC52,Regular,Dairy,2020,Tier 2,Small,Supermarket Type1,13534.8647,4
FDB45,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,9316.56165,4
FDV51,Low Fat,Meat,2000,Tier 3,High,Supermarket Type1,14898.84905,4
FDZ35,Regular,Breads,2015,Tier 2,Small,Supermarket Type1,9142.23475,4
NCW17,Low Fat,Health and Hygiene,1998,Tier 3,Medium,Supermarket Type3,11732.44585,4
DRH39,Low Fat,Dairy,2000,Tier 3,High,Supermarket Type1,6892.12175,4
FDN60,Low Fat,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,14301.0511,4
FDN58,Regular,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,20847.6056,4
NCO43,Low Fat,Others,2010,Tier 1,Small,Supermarket Type1,9142.4694,4
FDF28,Regular,Frozen Foods,2020,Tier 2,Small,Supermarket Type1,11092.14015,4
NCY30,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,16335.0334,4
NCO30,Low Fat,Household,2012,Tier 1,Medium,Supermarket Type1,16449.0372,4
FDP59,Regular,Breads,2022,Tier 3,Medium,Supermarket Type2,9391.8482,4
FDT27,Regular,Meat,2000,Tier 3,High,Supermarket Type1,21042.8344,4
NCO17,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,10671.521,4
FDX26,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,16482.2853,4
FDG45,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,19086.99055,4
FDL32,Regular,Fruits and Vegetables,2020,Tier 2,Small,Supermarket Type1,9941.4346,4
FDX09,Low Fat,Snack Foods,2017,Tier 2,Small,Supermarket Type1,15923.43925,4
FDV02,Low Fat,Dairy,2000,Tier 3,High,Supermarket Type1,15325.40665,4
FDY28,Regular,Frozen Foods,2017,Tier 2,Small,Supermarket Type1,19342.54245,4
FDX31,Regular,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,20919.57095,4
FDR43,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,3431.21475,4
FDP51,Regular,Meat,2022,Tier 3,Medium,Supermarket Type2,10776.9691,4
FDC50,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,8700.94835,4
FDP22,Regular,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,4753.16065,4
DRE49,LF,Soft Drinks,2010,Tier 1,Small,Supermarket Type1,13582.8416,4
FDM40,Low Fat,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,12925.18985,4
FDY32,Low Fat,Fruits and Vegetables,2015,Tier 2,Small,Supermarket Type1,14802.89525,4
FDU02,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,20661.4018,4
FDF22,Low Fat,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,19207.16745,4
DRP35,Low Fat,Hard Drinks,1998,Tier 3,Medium,Supermarket Type3,11392.5824,4
NCB55,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,5365.92205,4
FDW35,low fat,Breads,1998,Tier 1,Small,Grocery Store,3758.49735,4
FDB44,Low Fat,Fruits and Vegetables,2015,Tier 2,Small,Supermarket Type1,19048.03865,4
FDA27,Regular,Dairy,2022,Tier 3,Medium,Supermarket Type2,23173.2398,4
NCU41,Low Fat,Health and Hygiene,2012,Tier 1,Medium,Supermarket Type1,17164.16015,4
FDN32,Low Fat,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,16482.05065,4
FDW27,Regular,Meat,1998,Tier 1,Small,Grocery Store,14054.75885,4
NCJ18,Low Fat,Household,2012,Tier 1,Medium,Supermarket Type1,10876.2441,4
FDS09,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,4476.4722,4
FDW28,Low Fat,Frozen Foods,2015,Tier 2,Small,Supermarket Type1,17756.2543,4
FDU46,Regular,Snack Foods,2000,Tier 3,High,Supermarket Type1,7748.3235,4
NCE43,LF,Household,2017,Tier 2,Small,Supermarket Type1,15337.5182,4
FDB14,Regular,Canned,2010,Tier 1,Small,Supermarket Type1,8412.383,4
DRB48,Regular,Soft Drinks,1998,Tier 3,Medium,Supermarket Type3,3635.46855,4
FDA13,Low Fat,Canned,2020,Tier 2,Small,Supermarket Type1,3488.21665,4
NCV42,Low Fat,Household,2020,Tier 2,Small,Supermarket Type1,10046.8827,4
FDG24,Low Fat,Baking Goods,2015,Tier 2,Small,Supermarket Type1,7682.53125,4
NCH06,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,22368.1015,4
FDU56,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,16671.57565,4
DRK59,LF,Hard Drinks,2017,Tier 2,Small,Supermarket Type1,21286.5094,4
FDH28,reg,Frozen Foods,1998,Tier 1,Small,Grocery Store,3379.91665,4
FDV57,Regular,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,16061.4315,4
FDR56,Regular,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,17768.1312,4
NCG42,Low Fat,Household,2015,Tier 2,Medium,Supermarket Type1,11536.74775,4
NCX29,LF,Health and Hygiene,2020,Tier 2,Medium,Supermarket Type1,12996.92055,4
DRN36,Low Fat,Soft Drinks,1998,Tier 1,Small,Grocery Store,8661.7618,4
FDK28,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,23335.45515,4
FDR43,Low Fat,Fruits and Vegetables,2015,Tier 2,Medium,Supermarket Type1,3413.16475,4
NCN18,LF,Household,2015,Tier 2,Medium,Supermarket Type1,10176.0846,4
FDR49,Low Fat,Canned,2011,Tier 3,Medium,Grocery Store,4470.7684,4
FDC15,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,14271.1242,4
FDI27,Regular,Dairy,2012,Tier 1,Medium,Supermarket Type1,3959.6646,4
FDD29,Low Fat,Frozen Foods,2011,Tier 3,Medium,Grocery Store,22749.29945,4
FDI14,LF,Canned,2010,Tier 1,Small,Supermarket Type1,12621.4264,4
FDW50,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,15199.52595,4
FDT31,Low Fat,Fruits and Vegetables,2020,Tier 2,Medium,Supermarket Type1,17209.5198,4
FDJ14,Regular,Canned,2020,Tier 2,Medium,Supermarket Type1,7102.314,4
NCQ43,Low Fat,Others,1998,Tier 3,Medium,Supermarket Type3,9800.3558,4
FDU38,Low Fat,Dairy,2020,Tier 2,Medium,Supermarket Type1,17458.8986,4
DRF03,Low Fat,Dairy,2011,Tier 3,Medium,Grocery Store,3629.29545,4
FDX22,Regular,Snack Foods,2017,Tier 2,Small,Supermarket Type1,19051.1252,4
FDL58,Regular,Snack Foods,2015,Tier 2,Medium,Supermarket Type1,23912.3512,4
FDD40,Regular,Dairy,2012,Tier 1,Medium,Supermarket Type1,17518.98705,4
FDT08,Low Fat,Fruits and Vegetables,2015,Tier 2,Medium,Supermarket Type1,13447.70125,4
FDC53,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,9001.3906,4
DRK35,Low Fat,Hard Drinks,1998,Tier 1,Small,Grocery Store,3271.61665,4
NCV42,Low Fat,Household,2012,Tier 1,Medium,Supermarket Type1,9947.6077,4
FDL25,Regular,Breakfast,2020,Tier 2,Medium,Supermarket Type1,8292.2061,4
FDE34,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,16494.39685,4
NCK19,Low Fat,Others,2000,Tier 3,High,Supermarket Type1,17341.33895,4
FDO44,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,9857.3577,4
NCF31,Low Fat,Household,2015,Tier 2,Medium,Supermarket Type1,13745.2916,4
FDV58,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,17503.5543,4
FDN27,Low Fat,Meat,2022,Tier 3,Medium,Supermarket Type2,10395.0672,4
FDZ52,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,10197.22115,4
FDR58,Low Fat,Snack Foods,2017,Tier 2,Small,Supermarket Type1,8189.84455,4
FDC11,LF,Starchy Foods,1998,Tier 3,Medium,Supermarket Type3,7934.5273,4
FDL22,Low Fat,Snack Foods,2015,Tier 2,Medium,Supermarket Type1,8190.0792,4
FDC35,Low Fat,Starchy Foods,2015,Tier 2,Medium,Supermarket Type1,18678.48295,4
FDX33,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,14490.34145,4
FDC40,Regular,Dairy,2000,Tier 3,High,Supermarket Type1,7183.77365,4
FDP24,LF,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,10845.8479,4
NCQ42,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,11549.09395,4
FDY59,Low Fat,Baking Goods,2022,Tier 3,Medium,Supermarket Type2,8406.44455,4
FDU14,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,22442.91875,4
FDT32,Regular,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,17032.10635,4
FDX09,Low Fat,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,15779.03925,4
DRI37,Low Fat,Soft Drinks,1998,Tier 3,Medium,Supermarket Type3,5305.8336,4
FDL20,Low Fat,Fruits and Vegetables,2015,Tier 2,Medium,Supermarket Type1,10143.07115,4
FDE05,Regular,Frozen Foods,1998,Tier 1,Small,Grocery Store,13105.22055,4
FDE58,Low Fat,Snack Foods,2000,Tier 3,High,Supermarket Type1,10686.7191,4
FDZ26,Regular,Dairy,2010,Tier 1,Small,Supermarket Type1,21508.57855,4
FDL34,Low Fat,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,12847.0514,4
DRG39,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,4665.76255,4
DRF01,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,13303.77055,4
FDR20,Regular,Fruits and Vegetables,2020,Tier 2,Medium,Supermarket Type1,4176.2646,4
FDY07,Low Fat,Fruits and Vegetables,2011,Tier 3,Medium,Grocery Store,4200.25305,4
FDD38,Regular,Canned,2015,Tier 2,Medium,Supermarket Type1,9283.78285,4
FDD03,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,21121.2075,4
NCL18,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,17563.8774,4
FDD29,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,22848.57445,4
FDU11,Low Fat,Breads,2000,Tier 3,High,Supermarket Type1,10839.90945,4
FDL02,Regular,Canned,2012,Tier 1,Medium,Supermarket Type1,9508.93855,4
FDO51,Regular,Meat,1998,Tier 3,Medium,Supermarket Type3,3917.8608,4
FDT01,Regular,Canned,2020,Tier 2,Medium,Supermarket Type1,19222.36555,4
FDJ08,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,17082.93515,4
FDU32,Low Fat,Fruits and Vegetables,2011,Tier 3,Medium,Grocery Store,11104.48635,4
FDG09,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,16782.4929,4
FDE39,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,10927.30755,4
FDU56,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,16770.85065,4
NCH55,Low Fat,Household,2015,Tier 2,Medium,Supermarket Type1,11498.0305,4
FDC33,Regular,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,17813.2562,4
NCV54,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,10542.3191,4
DRH25,Low Fat,Soft Drinks,1998,Tier 3,Medium,Supermarket Type3,4533.4741,4
NCT18,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,16407.2334,4
NCV06,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,17548.91395,4
FDH21,Low Fat,Seafood,2012,Tier 1,Medium,Supermarket Type1,14445.4511,4
FDR26,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,15866.2027,4
FDA14,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,13282.634,4
FDN20,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,15076.02785,4
NCN29,Low Fat,Health and Hygiene,2020,Tier 2,Medium,Supermarket Type1,4539.88185,4
FDI28,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,7060.27555,4
FDA03,Regular,Dairy,1998,Tier 3,Medium,Supermarket Type3,13249.62055,4
FDU10,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,3455.2032,4
FDP13,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,3749.707,4
NCK06,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,11071.4729,4
NCY18,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,15667.88735,4
FDE38,Low Fat,Canned,1998,Tier 3,Medium,Supermarket Type3,14835.67405,4
FDB59,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,17960.5081,4
FDO15,Regular,Meat,2012,Tier 1,Medium,Supermarket Type1,6525.41795,4
DRN47,Low Fat,Hard Drinks,2011,Tier 3,Medium,Grocery Store,16079.4815,4
FDB38,Regular,Canned,2010,Tier 1,Small,Supermarket Type1,14349.028,4
FDT59,Low Fat,Breads,2020,Tier 2,Medium,Supermarket Type1,20817.6787,4
FDG08,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,15403.5451,4
FDY26,reg,Dairy,2010,Tier 1,Small,Supermarket Type1,19081.0521,4
DRE13,Low Fat,Soft Drinks,2017,Tier 2,Small,Supermarket Type1,7934.76195,4
FDE51,Regular,Dairy,2010,Tier 1,Small,Supermarket Type1,3863.47615,4
FDV56,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,9725.3039,4
FDU44,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,14815.0068,4
FDU16,Regular,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,7417.7197,4
FDV07,Low Fat,Fruits and Vegetables,2015,Tier 2,Medium,Supermarket Type1,9992.7327,4
FDW01,Low Fat,Canned,1998,Tier 3,Medium,Supermarket Type3,13850.50505,4
FDG24,Low Fat,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,7348.60625,4
FDO04,Low Fat,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,4806.84135,4
DRB25,Low Fat,Soft Drinks,2017,Tier 2,Small,Supermarket Type1,9602.04045,4
FDF08,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,8112.1754,4
DRF03,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,3502.94545,4
FDE02,low fat,Canned,2000,Tier 3,High,Supermarket Type1,8463.44645,4
FDW49,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,16181.84305,4
FDR23,Low Fat,Breads,2020,Tier 2,Medium,Supermarket Type1,15770.01425,4
NCJ29,Low Fat,Health and Hygiene,1998,Tier 3,Medium,Supermarket Type3,7682.2966,4
FDZ01,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,9268.58475,4
FDG44,Low Fat,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,4876.18945,4
FDA47,Regular,Baking Goods,2015,Tier 2,Medium,Supermarket Type1,14658.49525,4
NCD19,Low Fat,Household,2015,Tier 2,Medium,Supermarket Type1,5005.39135,4
FDN12,LF,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,10212.1846,4
DRP35,Low Fat,Hard Drinks,2012,Tier 1,Medium,Supermarket Type1,11699.4324,4
FDN23,Regular,Breads,2017,Tier 2,Small,Supermarket Type1,12954.8821,4
FDH40,Regular,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,7159.3159,4
FDA21,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,16650.4391,4
FDA46,Low Fat,Snack Foods,2000,Tier 3,High,Supermarket Type1,17636.0774,4
NCM19,Low Fat,Others,1998,Tier 3,Medium,Supermarket Type3,10109.82305,4
FDQ31,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,7868.5004,4
FDK55,Low Fat,Meat,1998,Tier 1,Small,Grocery Store,8069.9023,4
DRG15,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,5356.6624,4
FDT32,Regular,Fruits and Vegetables,1998,Tier 1,Small,Grocery Store,17005.03135,4
FDN02,Low Fat,Canned,2000,Tier 3,High,Supermarket Type1,18822.88295,4
FDJ40,Regular,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,9809.3808,4
FDU13,low fat,Canned,1998,Tier 1,Small,Grocery Store,13180.27245,4
FDS27,Regular,Meat,2017,Tier 2,Small,Supermarket Type1,17825.36775,4
DRM59,Low Fat,Hard Drinks,1998,Tier 1,Small,Grocery Store,13835.30695,4
NCV30,Low Fat,Household,2011,Tier 3,Medium,Grocery Store,5600.10275,4
FDA51,Regular,Dairy,2000,Tier 3,High,Supermarket Type1,10130.72495,4
NCY41,Low Fat,Health and Hygiene,2012,Tier 1,Medium,Supermarket Type1,3326.0013,4
FDM52,Low Fat,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,13303.5359,4
FDS47,Low Fat,Breads,2012,Tier 1,Medium,Supermarket Type1,8076.0754,4
FDW27,Regular,Meat,2022,Tier 3,Medium,Supermarket Type2,13910.35885,4
FDD51,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,4067.9646,4
NCN06,Low Fat,Household,2010,Tier 1,Small,Supermarket Type1,14646.3837,4
FDR57,Regular,Snack Foods,2017,Tier 2,Small,Supermarket Type1,14036.4742,4
NCO17,Low Fat,Health and Hygiene,1998,Tier 3,Medium,Supermarket Type3,10996.421,4
FDJ33,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,11296.86325,4
FDB15,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,23740.8762,4
FDZ12,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,13072.44175,4
NCI31,Low Fat,Others,2022,Tier 3,Medium,Supermarket Type2,3160.46475,4
NCV05,Low Fat,Health and Hygiene,2020,Tier 2,Medium,Supermarket Type1,13850.2704,4
DRG51,Low Fat,Dairy,2011,Tier 3,Medium,Grocery Store,14859.89715,4
FDP24,Low Fat,Baking Goods,2000,Tier 3,High,Supermarket Type1,10791.6979,4
FDN56,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,12876.74365,4
DRE60,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,20285.673,4
FDW49,Low Fat,Canned,1998,Tier 1,Small,Grocery Store,16299.16805,4
FDM20,Low Fat,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,22004.2496,4
FDK48,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,6618.51985,4
FDX50,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,9812.2327,4
NCN14,Low Fat,Others,1998,Tier 1,Small,Grocery Store,16629.5372,4
FDV57,Regular,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,16404.3815,4
FDZ39,Regular,Meat,2020,Tier 2,Medium,Supermarket Type1,9187.35975,4
FDX27,Regular,Dairy,2010,Tier 1,Small,Supermarket Type1,8370.1099,4
FDO01,Regular,Breakfast,2015,Tier 2,Medium,Supermarket Type1,11624.14585,4
FDU25,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,5146.47015,4
FDD59,Regular,Starchy Foods,2015,Tier 2,Medium,Supermarket Type1,7066.214,4
FDH22,Low Fat,Snack Foods,2017,Tier 2,Small,Supermarket Type1,11567.14395,4
FDQ22,Low Fat,Snack Foods,2015,Tier 2,Medium,Supermarket Type1,3536.19355,4
FDG57,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,4350.35685,4
FDR20,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,4221.3896,4
FDU22,Low Fat,Snack Foods,1998,Tier 1,Small,Grocery Store,10849.1691,4
FDF34,Regular,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,18050.7581,4
FDJ33,Regular,Snack Foods,2017,Tier 2,Small,Supermarket Type1,11143.43825,4
FDS44,Regular,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,21818.28045,4
FDZ39,Regular,Meat,2017,Tier 2,Small,Supermarket Type1,9133.20975,4
NCM31,Low Fat,Others,2020,Tier 2,Medium,Supermarket Type1,12934.21485,4
FDR48,LF,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,13745.2916,4
FDY13,LF,Canned,2012,Tier 1,Medium,Supermarket Type1,6919.19675,4
FDA49,LF,Canned,2012,Tier 1,Medium,Supermarket Type1,7853.53695,4
FDY14,LF,Dairy,2012,Tier 1,Medium,Supermarket Type1,23873.16465,4
FDK52,LF,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,20397.05955,4
FDV31,LF,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,15815.13925,4
FDX15,LF,Meat,2012,Tier 1,Medium,Supermarket Type1,14661.81645,4
NCM26,LF,Others,2012,Tier 1,Medium,Supermarket Type1,13901.5685,4
FDH33,LF,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,3929.7377,4
FDT48,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,17734.8831,4
FDW23,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,3358.7801,4
FDW24,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,4476.70685,4
FDB60,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,17419.4774,4
FDY36,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,6754.1295,4
FDH48,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,7640.0235,4
FDP60,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,8952.9444,4
FDW48,Low Fat,Baking Goods,2012,Tier 1,Medium,Supermarket Type1,7162.40245,4
FDR35,Low Fat,Breads,2012,Tier 1,Medium,Supermarket Type1,17803.99655,4
FDV47,Low Fat,Breads,2012,Tier 1,Medium,Supermarket Type1,7721.48315,4
FDR47,Low Fat,Breads,2012,Tier 1,Medium,Supermarket Type1,17777.39085,4
FDV35,Low Fat,Breads,2012,Tier 1,Medium,Supermarket Type1,14117.93385,4
FDO37,Low Fat,Breakfast,2012,Tier 1,Medium,Supermarket Type1,20733.36715,4
FDV25,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,20048.6404,4
FDO25,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,18765.41175,4
FDT49,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,9532.927,4
FDS37,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,10320.0153,4
FDW13,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,4650.7991,4
FDJ50,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,4575.51255,4
FDQ13,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,7498.9447,4
FDS01,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,16088.74115,4
FDP25,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,19582.6616,4
FDA13,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,3416.01665,4
FDX37,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,9067.4175,4
FDO38,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,6867.89865,4
FDL26,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,13997.5223,4
FDG26,Low Fat,Canned,2012,Tier 1,Medium,Supermarket Type1,23269.42825,4
FDA38,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,21547.53045,4
FDB27,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,17768.1312,4
FDZ27,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,4623.95875,4
FDQ14,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,13348.42625,4
DRG51,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,14923.07215,4
FDW50,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,15199.52595,4
FDZ15,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,10764.85755,4
DRJ51,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,20935.0037,4
DRG39,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,4900.41255,4
FDC04,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,21875.28235,4
FDV02,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,15614.20665,4
FDB52,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,23218.3648,4
FDV38,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,4927.2529,4
FDK51,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,24023.5031,4
FDO28,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,11056.50945,4
FDY52,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,5428.8624,4
FDQ04,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,3544.9839,4
FDR04,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,8854.1387,4
FDZ40,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,4957.41445,4
FDJ16,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,5290.87015,4
FDT28,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,13688.2897,4
FDB53,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,13324.4378,4
FDD53,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,3911.92235,4
FDQ52,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,22539.34185,4
FDJ04,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,10578.4191,4
FDG44,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,4966.43945,4
FDO32,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,4197.1665,4
FDA20,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,16942.091,4
FDA19,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,11696.34585,4
FDW56,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,17230.18705,4
FDZ44,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,10440.1922,4
